----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
--- calculateDistanceToHigher: 0.004726 ms
--- calculateLocalDensity:     0.004522 ms
--- findSeedAndFollowers:      0.004678 ms
--- assignClusters:            0.004014 ms
Elapsed time: 4.77182 ms
--- prepareDataStructures:     0.006238 ms
--- calculateDistanceToHigher: 0.004772 ms
--- calculateLocalDensity:     0.004235 ms
--- findSeedAndFollowers:      0.005522 ms
--- assignClusters:            0.004268 ms
Elapsed time: 4.78273 ms
--- prepareDataStructures:     0.006265 ms
--- calculateDistanceToHigher: 0.004639 ms
--- calculateLocalDensity:     0.004189 ms
--- findSeedAndFollowers:      0.005159 ms
--- assignClusters:            0.004858 ms
Elapsed time: 4.82832 ms
--- prepareDataStructures:     0.006657 ms
--- calculateDistanceToHigher: 0.005306 ms
--- calculateLocalDensity:     0.004473 ms
--- findSeedAndFollowers:      0.00466 ms
--- assignClusters:            0.004638 ms
Elapsed time: 4.76812 ms
--- prepareDataStructures:     0.006089 ms
--- calculateDistanceToHigher: 0.005723 ms
--- calculateLocalDensity:     0.004188 ms
--- findSeedAndFollowers:      0.004792 ms
--- assignClusters:            0.004234 ms
Elapsed time: 4.81756 ms
--- prepareDataStructures:     0.005661 ms
--- calculateDistanceToHigher: 0.005695 ms
--- calculateLocalDensity:     0.005136 ms
--- findSeedAndFollowers:      0.004582 ms
--- assignClusters:            0.004021 ms
Elapsed time: 4.77267 ms
--- prepareDataStructures:     0.011934 ms
--- calculateDistanceToHigher: 0.004973 ms
--- calculateLocalDensity:     0.00516 ms
--- findSeedAndFollowers:      0.005316 ms
--- assignClusters:            0.003897 ms
Elapsed time: 4.78465 ms
--- prepareDataStructures:     0.006039 ms
--- calculateDistanceToHigher: 0.005956 ms
--- calculateLocalDensity:     0.004521 ms
--- findSeedAndFollowers:      0.005173 ms
--- assignClusters:            0.004006 ms
Elapsed time: 4.77995 ms
--- prepareDataStructures:     0.006449 ms
--- calculateDistanceToHigher: 0.00528 ms
--- calculateLocalDensity:     0.004493 ms
--- findSeedAndFollowers:      0.004685 ms
--- assignClusters:            0.004792 ms
Elapsed time: 4.75762 ms
--- prepareDataStructures:     0.006992 ms
--- calculateDistanceToHigher: 0.005456 ms
--- calculateLocalDensity:     0.004379 ms
--- findSeedAndFollowers:      0.004958 ms
--- assignClusters:            0.004517 ms
Elapsed time: 4.81226 ms
--- prepareDataStructures:     0.00673 ms
--- calculateDistanceToHigher: 0.005317 ms
--- calculateLocalDensity:     0.004447 ms
--- findSeedAndFollowers:      0.004916 ms
--- assignClusters:            0.004055 ms
Elapsed time: 4.78111 ms
--- prepareDataStructures:     0.005934 ms
--- calculateDistanceToHigher: 0.005917 ms
--- calculateLocalDensity:     0.004531 ms
--- findSeedAndFollowers:      0.005404 ms
--- assignClusters:            0.00408 ms
Elapsed time: 4.76039 ms
--- prepareDataStructures:     0.006179 ms
--- calculateDistanceToHigher: 0.004868 ms
--- calculateLocalDensity:     0.004771 ms
--- findSeedAndFollowers:      0.004783 ms
--- assignClusters:            0.003829 ms
Elapsed time: 4.7753 ms
--- prepareDataStructures:     0.00629 ms
--- calculateDistanceToHigher: 0.005316 ms
--- calculateLocalDensity:     0.004154 ms
--- findSeedAndFollowers:      0.005231 ms
--- assignClusters:            0.003865 ms
Elapsed time: 4.76412 ms
--- prepareDataStructures:     0.006025 ms
--- calculateDistanceToHigher: 0.004594 ms
--- calculateLocalDensity:     0.004927 ms
--- findSeedAndFollowers:      0.005363 ms
--- assignClusters:            0.004099 ms
Elapsed time: 4.78541 ms
--- prepareDataStructures:     0.006129 ms
--- calculateDistanceToHigher: 0.005451 ms
--- calculateLocalDensity:     0.004913 ms
--- findSeedAndFollowers:      0.005474 ms
--- assignClusters:            0.00439 ms
Elapsed time: 4.75007 ms
--- prepareDataStructures:     0.006668 ms
--- calculateDistanceToHigher: 0.004839 ms
--- calculateLocalDensity:     0.004641 ms
--- findSeedAndFollowers:      0.005403 ms
--- assignClusters:            0.004063 ms
Elapsed time: 4.85271 ms
--- prepareDataStructures:     0.006637 ms
--- calculateDistanceToHigher: 0.00604 ms
--- calculateLocalDensity:     0.004447 ms
--- findSeedAndFollowers:      0.00486 ms
--- assignClusters:            0.004 ms
Elapsed time: 4.78403 ms
--- prepareDataStructures:     0.006075 ms
--- calculateDistanceToHigher: 0.005284 ms
--- calculateLocalDensity:     0.004905 ms
--- findSeedAndFollowers:      0.004993 ms
--- assignClusters:            0.00389 ms
Elapsed time: 4.83999 ms
--- prepareDataStructures:     0.007146 ms
--- calculateDistanceToHigher: 0.00461 ms
--- calculateLocalDensity:     0.00439 ms
--- findSeedAndFollowers:      0.005518 ms
--- assignClusters:            0.003941 ms
Elapsed time: 4.80783 ms
--- prepareDataStructures:     0.005911 ms
--- calculateDistanceToHigher: 0.005462 ms
--- calculateLocalDensity:     0.00459 ms
--- findSeedAndFollowers:      0.005252 ms
--- assignClusters:            0.003772 ms
Elapsed time: 4.79177 ms
--- prepareDataStructures:     0.006595 ms
--- calculateDistanceToHigher: 0.0051 ms
--- calculateLocalDensity:     0.004455 ms
--- findSeedAndFollowers:      0.004864 ms
--- assignClusters:            0.005013 ms
Elapsed time: 4.81126 ms
--- prepareDataStructures:     0.006554 ms
--- calculateDistanceToHigher: 0.004741 ms
--- calculateLocalDensity:     0.004215 ms
--- findSeedAndFollowers:      0.005187 ms
--- assignClusters:            0.004547 ms
Elapsed time: 4.7698 ms
--- prepareDataStructures:     0.006488 ms
--- calculateDistanceToHigher: 0.005893 ms
--- calculateLocalDensity:     0.004441 ms
--- findSeedAndFollowers:      0.004723 ms
--- assignClusters:            0.003864 ms
Elapsed time: 4.78595 ms
--- prepareDataStructures:     0.006494 ms
--- calculateDistanceToHigher: 0.00496 ms
--- calculateLocalDensity:     0.004905 ms
--- findSeedAndFollowers:      0.004881 ms
--- assignClusters:            0.003861 ms
Elapsed time: 4.7723 ms
--- prepareDataStructures:     0.006124 ms
--- calculateDistanceToHigher: 0.00525 ms
--- calculateLocalDensity:     0.005565 ms
--- findSeedAndFollowers:      0.005003 ms
--- assignClusters:            0.003997 ms
Elapsed time: 4.77588 ms
--- prepareDataStructures:     0.006584 ms
--- calculateDistanceToHigher: 0.005439 ms
--- calculateLocalDensity:     0.004507 ms
--- findSeedAndFollowers:      0.005222 ms
--- assignClusters:            0.004181 ms
Elapsed time: 4.75645 ms
--- prepareDataStructures:     0.00643 ms
--- calculateDistanceToHigher: 0.005176 ms
--- calculateLocalDensity:     0.004131 ms
--- findSeedAndFollowers:      0.005138 ms
--- assignClusters:            0.004388 ms
Elapsed time: 4.77599 ms
--- prepareDataStructures:     0.007046 ms
--- calculateDistanceToHigher: 0.004839 ms
--- calculateLocalDensity:     0.004381 ms
--- findSeedAndFollowers:      0.00485 ms
--- assignClusters:            0.004357 ms
Elapsed time: 4.76818 ms
--- prepareDataStructures:     0.00659 ms
--- calculateDistanceToHigher: 0.005328 ms
--- calculateLocalDensity:     0.004098 ms
--- findSeedAndFollowers:      0.005553 ms
--- assignClusters:            0.003905 ms
Elapsed time: 4.79747 ms
--- prepareDataStructures:     0.006693 ms
--- calculateDistanceToHigher: 0.005572 ms
--- calculateLocalDensity:     0.004521 ms
--- findSeedAndFollowers:      0.004717 ms
--- assignClusters:            0.003872 ms
Elapsed time: 4.76819 ms
--- prepareDataStructures:     0.006498 ms
--- calculateDistanceToHigher: 0.005105 ms
--- calculateLocalDensity:     0.00516 ms
--- findSeedAndFollowers:      0.004784 ms
--- assignClusters:            0.003798 ms
Elapsed time: 4.76415 ms
--- prepareDataStructures:     0.005933 ms
--- calculateDistanceToHigher: 0.005361 ms
--- calculateLocalDensity:     0.004465 ms
--- findSeedAndFollowers:      0.005276 ms
--- assignClusters:            0.003854 ms
Elapsed time: 4.76436 ms
--- prepareDataStructures:     0.006594 ms
--- calculateDistanceToHigher: 0.005354 ms
--- calculateLocalDensity:     0.004244 ms
--- findSeedAndFollowers:      0.005252 ms
--- assignClusters:            0.00381 ms
Elapsed time: 4.81425 ms
--- prepareDataStructures:     0.007062 ms
--- calculateDistanceToHigher: 0.004842 ms
--- calculateLocalDensity:     0.004197 ms
--- findSeedAndFollowers:      0.004899 ms
--- assignClusters:            0.004263 ms
Elapsed time: 4.78614 ms
--- prepareDataStructures:     0.006267 ms
--- calculateDistanceToHigher: 0.006216 ms
--- calculateLocalDensity:     0.004594 ms
--- findSeedAndFollowers:      0.004882 ms
--- assignClusters:            0.003864 ms
Elapsed time: 4.77614 ms
--- prepareDataStructures:     0.006355 ms
--- calculateDistanceToHigher: 0.005297 ms
--- calculateLocalDensity:     0.004396 ms
--- findSeedAndFollowers:      0.005314 ms
--- assignClusters:            0.003891 ms
Elapsed time: 4.82255 ms
--- prepareDataStructures:     0.005977 ms
--- calculateDistanceToHigher: 0.005218 ms
--- calculateLocalDensity:     0.004071 ms
--- findSeedAndFollowers:      0.004929 ms
--- assignClusters:            0.004169 ms
Elapsed time: 4.79781 ms
--- prepareDataStructures:     0.005871 ms
--- calculateDistanceToHigher: 0.005142 ms
--- calculateLocalDensity:     0.005226 ms
--- findSeedAndFollowers:      0.005204 ms
--- assignClusters:            0.003833 ms
Elapsed time: 4.75198 ms
--- prepareDataStructures:     0.006346 ms
--- calculateDistanceToHigher: 0.005249 ms
--- calculateLocalDensity:     0.004289 ms
--- findSeedAndFollowers:      0.004872 ms
--- assignClusters:            0.004013 ms
Elapsed time: 4.77989 ms
--- prepareDataStructures:     0.006565 ms
--- calculateDistanceToHigher: 0.005062 ms
--- calculateLocalDensity:     0.004437 ms
--- findSeedAndFollowers:      0.004922 ms
--- assignClusters:            0.004401 ms
Elapsed time: 4.77173 ms
--- prepareDataStructures:     0.006419 ms
--- calculateDistanceToHigher: 0.00529 ms
--- calculateLocalDensity:     0.004469 ms
--- findSeedAndFollowers:      0.004674 ms
--- assignClusters:            0.003761 ms
Elapsed time: 4.81572 ms
--- prepareDataStructures:     0.007205 ms
--- calculateDistanceToHigher: 0.004846 ms
--- calculateLocalDensity:     0.004474 ms
--- findSeedAndFollowers:      0.004939 ms
--- assignClusters:            0.003959 ms
Elapsed time: 4.79669 ms
--- prepareDataStructures:     0.005645 ms
--- calculateDistanceToHigher: 0.005069 ms
--- calculateLocalDensity:     0.004461 ms
--- findSeedAndFollowers:      0.004636 ms
--- assignClusters:            0.00399 ms
Elapsed time: 4.78485 ms
--- prepareDataStructures:     0.0067 ms
--- calculateDistanceToHigher: 0.004669 ms
--- calculateLocalDensity:     0.004663 ms
--- findSeedAndFollowers:      0.005124 ms
--- assignClusters:            0.003858 ms
Elapsed time: 4.80311 ms
--- prepareDataStructures:     0.005718 ms
--- calculateDistanceToHigher: 0.005381 ms
--- calculateLocalDensity:     0.004196 ms
--- findSeedAndFollowers:      0.004796 ms
--- assignClusters:            0.004081 ms
Elapsed time: 4.80509 ms
--- prepareDataStructures:     0.005765 ms
--- calculateDistanceToHigher: 0.005091 ms
--- calculateLocalDensity:     0.004284 ms
--- findSeedAndFollowers:      0.004979 ms
--- assignClusters:            0.003671 ms
Elapsed time: 4.78412 ms
--- prepareDataStructures:     0.006854 ms
--- calculateDistanceToHigher: 0.005276 ms
--- calculateLocalDensity:     0.004002 ms
--- findSeedAndFollowers:      0.005284 ms
--- assignClusters:            0.003725 ms
Elapsed time: 4.76103 ms
--- prepareDataStructures:     0.005416 ms
--- calculateDistanceToHigher: 0.005073 ms
--- calculateLocalDensity:     0.00435 ms
--- findSeedAndFollowers:      0.004736 ms
--- assignClusters:            0.00409 ms
Elapsed time: 4.77318 ms
--- prepareDataStructures:     0.006335 ms
--- calculateDistanceToHigher: 0.005239 ms
--- calculateLocalDensity:     0.004526 ms
--- findSeedAndFollowers:      0.004673 ms
--- assignClusters:            0.003974 ms
Elapsed time: 4.78984 ms
--- prepareDataStructures:     0.005856 ms
--- calculateDistanceToHigher: 0.005543 ms
--- calculateLocalDensity:     0.004333 ms
--- findSeedAndFollowers:      0.004634 ms
--- assignClusters:            0.004031 ms
Elapsed time: 4.7484 ms
--- prepareDataStructures:     0.007384 ms
--- calculateDistanceToHigher: 0.004732 ms
--- calculateLocalDensity:     0.00432 ms
--- findSeedAndFollowers:      0.004968 ms
--- assignClusters:            0.004082 ms
Elapsed time: 4.87176 ms
--- prepareDataStructures:     0.006887 ms
--- calculateDistanceToHigher: 0.005276 ms
--- calculateLocalDensity:     0.004321 ms
--- findSeedAndFollowers:      0.005057 ms
--- assignClusters:            0.004106 ms
Elapsed time: 4.80687 ms
--- prepareDataStructures:     0.007092 ms
--- calculateDistanceToHigher: 0.004867 ms
--- calculateLocalDensity:     0.00473 ms
--- findSeedAndFollowers:      0.005797 ms
--- assignClusters:            0.003842 ms
Elapsed time: 4.77245 ms
--- prepareDataStructures:     0.006231 ms
--- calculateDistanceToHigher: 0.004701 ms
--- calculateLocalDensity:     0.004857 ms
--- findSeedAndFollowers:      0.005705 ms
--- assignClusters:            0.003858 ms
Elapsed time: 4.78337 ms
--- prepareDataStructures:     0.006923 ms
--- calculateDistanceToHigher: 0.005001 ms
--- calculateLocalDensity:     0.004284 ms
--- findSeedAndFollowers:      0.005082 ms
--- assignClusters:            0.003858 ms
Elapsed time: 4.78062 ms
--- prepareDataStructures:     0.005826 ms
--- calculateDistanceToHigher: 0.004743 ms
--- calculateLocalDensity:     0.004603 ms
--- findSeedAndFollowers:      0.004901 ms
--- assignClusters:            0.003829 ms
Elapsed time: 4.7612 ms
--- prepareDataStructures:     0.006355 ms
--- calculateDistanceToHigher: 0.004952 ms
--- calculateLocalDensity:     0.00433 ms
--- findSeedAndFollowers:      0.004804 ms
--- assignClusters:            0.003875 ms
Elapsed time: 4.7806 ms
--- prepareDataStructures:     0.006746 ms
--- calculateDistanceToHigher: 0.004654 ms
--- calculateLocalDensity:     0.004034 ms
--- findSeedAndFollowers:      0.004971 ms
--- assignClusters:            0.003775 ms
Elapsed time: 4.82475 ms
Finished running CLUE algorithm

input file data/input/toyDetector_7000.csv
output file data/output/toyDetector_7000_3_5_5_8.csv
Start to load input points
Finished loading input points
Start to run CLUE algorithm
--- prepareDataStructures:     0.017747 ms
--- calculateDistanceToHigher: 0.007633 ms
--- calculateLocalDensity:     0.004239 ms
--- findSeedAndFollowers:      0.069984 ms
--- assignClusters:            0.005325 ms
Elapsed time: 5.75545 ms
--- prepareDataStructures:     0.00713 ms
--- calculateDistanceToHigher: 0.005393 ms
--- calculateLocalDensity:     0.003903 ms
--- findSeedAndFollowers:      0.004571 ms
--- assignClusters:            0.004194 ms
Elapsed time: 5.63394 ms
--- prepareDataStructures:     0.006702 ms
--- calculateDistanceToHigher: 0.00491 ms
--- calculateLocalDensity:     0.004707 ms
--- findSeedAndFollowers:      0.005005 ms
--- assignClusters:            0.004375 ms
Elapsed time: 5.61453 ms
--- prepareDataStructures:     0.006783 ms
--- calculateDistanceToHigher: 0.004864 ms
--- calculateLocalDensity:     0.004857 ms
--- findSeedAndFollowers:      0.005358 ms
--- assignClusters:            0.004361 ms
Elapsed time: 5.62291 ms
--- prepareDataStructures:     0.006415 ms
--- calculateDistanceToHigher: 0.005054 ms
--- calculateLocalDensity:     0.004321 ms
--- findSeedAndFollowers:      0.005786 ms
--- assignClusters:            0.004336 ms
Elapsed time: 5.5709 ms
--- prepareDataStructures:     0.006049 ms
--- calculateDistanceToHigher: 0.00454 ms
--- calculateLocalDensity:     0.004135 ms
--- findSeedAndFollowers:      0.00526 ms
--- assignClusters:            0.004568 ms
Elapsed time: 5.57021 ms
--- prepareDataStructures:     0.007168 ms
--- calculateDistanceToHigher: 0.004939 ms
--- calculateLocalDensity:     0.004404 ms
--- findSeedAndFollowers:      0.005299 ms
--- assignClusters:            0.004706 ms
Elapsed time: 5.56481 ms
--- prepareDataStructures:     0.006536 ms
--- calculateDistanceToHigher: 0.005503 ms
--- calculateLocalDensity:     0.004455 ms
--- findSeedAndFollowers:      0.005261 ms
--- assignClusters:            0.004648 ms
Elapsed time: 5.54222 ms
--- prepareDataStructures:     0.006596 ms
--- calculateDistanceToHigher: 0.005239 ms
--- calculateLocalDensity:     0.004737 ms
--- findSeedAndFollowers:      0.004714 ms
--- assignClusters:            0.004537 ms
Elapsed time: 5.58922 ms
--- prepareDataStructures:     0.006162 ms
--- calculateDistanceToHigher: 0.005323 ms
--- calculateLocalDensity:     0.004566 ms
--- findSeedAndFollowers:      0.005069 ms
--- assignClusters:            0.004193 ms
Elapsed time: 5.57508 ms
--- prepareDataStructures:     0.006521 ms
--- calculateDistanceToHigher: 0.004524 ms
--- calculateLocalDensity:     0.004449 ms
--- findSeedAndFollowers:      0.005617 ms
--- assignClusters:            0.004294 ms
Elapsed time: 5.62904 ms
--- prepareDataStructures:     0.006319 ms
--- calculateDistanceToHigher: 0.004723 ms
--- calculateLocalDensity:     0.004396 ms
--- findSeedAndFollowers:      0.005807 ms
--- assignClusters:            0.00431 ms
Elapsed time: 5.56714 ms
--- prepareDataStructures:     0.006983 ms
--- calculateDistanceToHigher: 0.004801 ms
--- calculateLocalDensity:     0.00518 ms
--- findSeedAndFollowers:      0.005378 ms
--- assignClusters:            0.004597 ms
Elapsed time: 5.57064 ms
--- prepareDataStructures:     0.00627 ms
--- calculateDistanceToHigher: 0.004979 ms
--- calculateLocalDensity:     0.004342 ms
--- findSeedAndFollowers:      0.004846 ms
--- assignClusters:            0.004123 ms
Elapsed time: 5.60389 ms
--- prepareDataStructures:     0.006796 ms
--- calculateDistanceToHigher: 0.005498 ms
--- calculateLocalDensity:     0.004484 ms
--- findSeedAndFollowers:      0.005473 ms
--- assignClusters:            0.004329 ms
Elapsed time: 5.62114 ms
--- prepareDataStructures:     0.006476 ms
--- calculateDistanceToHigher: 0.005527 ms
--- calculateLocalDensity:     0.004757 ms
--- findSeedAndFollowers:      0.0052 ms
--- assignClusters:            0.004153 ms
Elapsed time: 5.56091 ms
--- prepareDataStructures:     0.006952 ms
--- calculateDistanceToHigher: 0.00496 ms
--- calculateLocalDensity:     0.004195 ms
--- findSeedAndFollowers:      0.005757 ms
--- assignClusters:            0.00475 ms
Elapsed time: 5.67527 ms
--- prepareDataStructures:     0.006718 ms
--- calculateDistanceToHigher: 0.004794 ms
--- calculateLocalDensity:     0.003885 ms
--- findSeedAndFollowers:      0.005455 ms
--- assignClusters:            0.004106 ms
Elapsed time: 5.57294 ms
--- prepareDataStructures:     0.00691 ms
--- calculateDistanceToHigher: 0.005168 ms
--- calculateLocalDensity:     0.004413 ms
--- findSeedAndFollowers:      0.005334 ms
--- assignClusters:            0.004635 ms
Elapsed time: 5.56624 ms
--- prepareDataStructures:     0.007932 ms
--- calculateDistanceToHigher: 0.005301 ms
--- calculateLocalDensity:     0.004425 ms
--- findSeedAndFollowers:      0.005126 ms
--- assignClusters:            0.004597 ms
Elapsed time: 5.57877 ms
--- prepareDataStructures:     0.007243 ms
--- calculateDistanceToHigher: 0.00505 ms
--- calculateLocalDensity:     0.004164 ms
--- findSeedAndFollowers:      0.00472 ms
--- assignClusters:            0.004482 ms
Elapsed time: 5.57657 ms
--- prepareDataStructures:     0.006784 ms
--- calculateDistanceToHigher: 0.00492 ms
--- calculateLocalDensity:     0.004565 ms
--- findSeedAndFollowers:      0.005005 ms
--- assignClusters:            0.00438 ms
Elapsed time: 5.6489 ms
--- prepareDataStructures:     0.006524 ms
--- calculateDistanceToHigher: 0.004892 ms
--- calculateLocalDensity:     0.004721 ms
--- findSeedAndFollowers:      0.005202 ms
--- assignClusters:            0.00412 ms
Elapsed time: 5.56825 ms
--- prepareDataStructures:     0.006583 ms
--- calculateDistanceToHigher: 0.004902 ms
--- calculateLocalDensity:     0.004787 ms
--- findSeedAndFollowers:      0.005401 ms
--- assignClusters:            0.004376 ms
Elapsed time: 5.53176 ms
--- prepareDataStructures:     0.007246 ms
--- calculateDistanceToHigher: 0.005202 ms
--- calculateLocalDensity:     0.004247 ms
--- findSeedAndFollowers:      0.004977 ms
--- assignClusters:            0.004823 ms
Elapsed time: 5.54742 ms
--- prepareDataStructures:     0.007707 ms
--- calculateDistanceToHigher: 0.005663 ms
--- calculateLocalDensity:     0.004221 ms
--- findSeedAndFollowers:      0.004863 ms
--- assignClusters:            0.00524 ms
Elapsed time: 5.55814 ms
--- prepareDataStructures:     0.006848 ms
--- calculateDistanceToHigher: 0.004999 ms
--- calculateLocalDensity:     0.004116 ms
--- findSeedAndFollowers:      0.005394 ms
--- assignClusters:            0.0042 ms
Elapsed time: 5.71427 ms
--- prepareDataStructures:     0.006912 ms
--- calculateDistanceToHigher: 0.005568 ms
--- calculateLocalDensity:     0.004537 ms
--- findSeedAndFollowers:      0.005308 ms
--- assignClusters:            0.00431 ms
Elapsed time: 5.55727 ms
--- prepareDataStructures:     0.006605 ms
--- calculateDistanceToHigher: 0.00496 ms
--- calculateLocalDensity:     0.004366 ms
--- findSeedAndFollowers:      0.004512 ms
--- assignClusters:            0.00413 ms
Elapsed time: 5.6376 ms
--- prepareDataStructures:     0.00694 ms
--- calculateDistanceToHigher: 0.004674 ms
--- calculateLocalDensity:     0.003954 ms
--- findSeedAndFollowers:      0.005504 ms
--- assignClusters:            0.004541 ms
Elapsed time: 5.56108 ms
--- prepareDataStructures:     0.00722 ms
--- calculateDistanceToHigher: 0.00538 ms
--- calculateLocalDensity:     0.004299 ms
--- findSeedAndFollowers:      0.005141 ms
--- assignClusters:            0.004458 ms
Elapsed time: 5.59181 ms
--- prepareDataStructures:     0.006868 ms
--- calculateDistanceToHigher: 0.005106 ms
--- calculateLocalDensity:     0.004388 ms
--- findSeedAndFollowers:      0.005462 ms
--- assignClusters:            0.004719 ms
Elapsed time: 5.58795 ms
--- prepareDataStructures:     0.006675 ms
--- calculateDistanceToHigher: 0.00529 ms
--- calculateLocalDensity:     0.004201 ms
--- findSeedAndFollowers:      0.004911 ms
--- assignClusters:            0.004206 ms
Elapsed time: 5.57519 ms
--- prepareDataStructures:     0.007226 ms
--- calculateDistanceToHigher: 0.005468 ms
--- calculateLocalDensity:     0.004512 ms
--- findSeedAndFollowers:      0.004662 ms
--- assignClusters:            0.004224 ms
Elapsed time: 5.59981 ms
--- prepareDataStructures:     0.006748 ms
--- calculateDistanceToHigher: 0.004613 ms
--- calculateLocalDensity:     0.004515 ms
--- findSeedAndFollowers:      0.005542 ms
--- assignClusters:            0.004053 ms
Elapsed time: 5.57625 ms
--- prepareDataStructures:     0.006849 ms
--- calculateDistanceToHigher: 0.005026 ms
--- calculateLocalDensity:     0.004101 ms
--- findSeedAndFollowers:      0.005316 ms
--- assignClusters:            0.005157 ms
Elapsed time: 5.55353 ms
--- prepareDataStructures:     0.007288 ms
--- calculateDistanceToHigher: 0.005443 ms
--- calculateLocalDensity:     0.004315 ms
--- findSeedAndFollowers:      0.00555 ms
--- assignClusters:            0.004616 ms
Elapsed time: 5.56955 ms
--- prepareDataStructures:     0.007157 ms
--- calculateDistanceToHigher: 0.005013 ms
--- calculateLocalDensity:     0.004244 ms
--- findSeedAndFollowers:      0.004889 ms
--- assignClusters:            0.004592 ms
Elapsed time: 5.58672 ms
--- prepareDataStructures:     0.007383 ms
--- calculateDistanceToHigher: 0.004932 ms
--- calculateLocalDensity:     0.004331 ms
--- findSeedAndFollowers:      0.005215 ms
--- assignClusters:            0.00415 ms
Elapsed time: 5.54803 ms
--- prepareDataStructures:     0.007317 ms
--- calculateDistanceToHigher: 0.005541 ms
--- calculateLocalDensity:     0.004193 ms
--- findSeedAndFollowers:      0.005157 ms
--- assignClusters:            0.004281 ms
Elapsed time: 5.55716 ms
--- prepareDataStructures:     0.007259 ms
--- calculateDistanceToHigher: 0.005827 ms
--- calculateLocalDensity:     0.004711 ms
--- findSeedAndFollowers:      0.004929 ms
--- assignClusters:            0.00445 ms
Elapsed time: 5.63102 ms
--- prepareDataStructures:     0.006795 ms
--- calculateDistanceToHigher: 0.005271 ms
--- calculateLocalDensity:     0.004498 ms
--- findSeedAndFollowers:      0.004705 ms
--- assignClusters:            0.004707 ms
Elapsed time: 5.57965 ms
--- prepareDataStructures:     0.006842 ms
--- calculateDistanceToHigher: 0.004575 ms
--- calculateLocalDensity:     0.003965 ms
--- findSeedAndFollowers:      0.005079 ms
--- assignClusters:            0.004263 ms
Elapsed time: 5.57702 ms
--- prepareDataStructures:     0.007021 ms
--- calculateDistanceToHigher: 0.005269 ms
--- calculateLocalDensity:     0.00457 ms
--- findSeedAndFollowers:      0.00449 ms
--- assignClusters:            0.005205 ms
Elapsed time: 5.62254 ms
--- prepareDataStructures:     0.007346 ms
--- calculateDistanceToHigher: 0.004864 ms
--- calculateLocalDensity:     0.00484 ms
--- findSeedAndFollowers:      0.004896 ms
--- assignClusters:            0.004842 ms
Elapsed time: 5.55174 ms
--- prepareDataStructures:     0.007301 ms
--- calculateDistanceToHigher: 0.005189 ms
--- calculateLocalDensity:     0.004223 ms
--- findSeedAndFollowers:      0.004888 ms
--- assignClusters:            0.004644 ms
Elapsed time: 5.56704 ms
--- prepareDataStructures:     0.006672 ms
--- calculateDistanceToHigher: 0.004897 ms
--- calculateLocalDensity:     0.004578 ms
--- findSeedAndFollowers:      0.005207 ms
--- assignClusters:            0.004242 ms
Elapsed time: 5.524 ms
--- prepareDataStructures:     0.007481 ms
--- calculateDistanceToHigher: 0.005307 ms
--- calculateLocalDensity:     0.004888 ms
--- findSeedAndFollowers:      0.004801 ms
--- assignClusters:            0.004951 ms
Elapsed time: 5.55128 ms
--- prepareDataStructures:     0.00665 ms
--- calculateDistanceToHigher: 0.004881 ms
--- calculateLocalDensity:     0.004252 ms
--- findSeedAndFollowers:      0.00585 ms
--- assignClusters:            0.004257 ms
Elapsed time: 5.62228 ms
--- prepareDataStructures:     0.006911 ms
--- calculateDistanceToHigher: 0.004935 ms
--- calculateLocalDensity:     0.004193 ms
--- findSeedAndFollowers:      0.005244 ms
--- assignClusters:            0.005171 ms
Elapsed time: 5.55193 ms
--- prepareDataStructures:     0.007287 ms
--- calculateDistanceToHigher: 0.004671 ms
--- calculateLocalDensity:     0.004607 ms
--- findSeedAndFollowers:      0.005347 ms
--- assignClusters:            0.005593 ms
Elapsed time: 5.5984 ms
--- prepareDataStructures:     0.007516 ms
--- calculateDistanceToHigher: 0.004829 ms
--- calculateLocalDensity:     0.00473 ms
--- findSeedAndFollowers:      0.00447 ms
--- assignClusters:            0.004126 ms
Elapsed time: 5.57753 ms
--- prepareDataStructures:     0.006782 ms
--- calculateDistanceToHigher: 0.006023 ms
--- calculateLocalDensity:     0.004591 ms
--- findSeedAndFollowers:      0.004653 ms
--- assignClusters:            0.004696 ms
Elapsed time: 5.61358 ms
--- prepareDataStructures:     0.006429 ms
--- calculateDistanceToHigher: 0.005393 ms
--- calculateLocalDensity:     0.00457 ms
--- findSeedAndFollowers:      0.004827 ms
--- assignClusters:            0.00469 ms
Elapsed time: 5.56293 ms
--- prepareDataStructures:     0.006464 ms
--- calculateDistanceToHigher: 0.004884 ms
--- calculateLocalDensity:     0.00456 ms
--- findSeedAndFollowers:      0.022406 ms
--- assignClusters:            0.004314 ms
Elapsed time: 5.61614 ms
--- prepareDataStructures:     0.007348 ms
--- calculateDistanceToHigher: 0.004746 ms
--- calculateLocalDensity:     0.004395 ms
--- findSeedAndFollowers:      0.005437 ms
--- assignClusters:            0.004298 ms
Elapsed time: 5.64006 ms
--- prepareDataStructures:     0.007182 ms
--- calculateDistanceToHigher: 0.004714 ms
--- calculateLocalDensity:     0.003951 ms
--- findSeedAndFollowers:      0.004821 ms
--- assignClusters:            0.004634 ms
Elapsed time: 5.59484 ms
--- prepareDataStructures:     0.007922 ms
--- calculateDistanceToHigher: 0.005041 ms
